name;episode;addedDate;xdcc;downloaded
100 man no Inochi no Ue ni Ore wa tatte iru;11;09-01-2022 14:03:34;/msg ARUTHA-BATCH|1080p xdcc send #18138;0
100 man no Inochi no Ue ni Ore wa tatte iru;12;09-01-2022 14:03:34;/msg ARUTHA-BATCH|1080p xdcc send #18139;0
100 man no Inochi no Ue ni Ore wa tatte iru;13;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #16820;0
100 man no Inochi no Ue ni Ore wa tatte iru;14;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #16961;0
100 man no Inochi no Ue ni Ore wa tatte iru;15;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #17106;0
100 man no Inochi no Ue ni Ore wa tatte iru;16;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #17238;0
100 man no Inochi no Ue ni Ore wa tatte iru;17;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #17390;0
100 man no Inochi no Ue ni Ore wa tatte iru;18;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #17529;0
100 man no Inochi no Ue ni Ore wa tatte iru;19;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #17693;0
100 man no Inochi no Ue ni Ore wa tatte iru;20;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #17830;0
100 man no Inochi no Ue ni Ore wa tatte iru;21;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #17978;0
100 man no Inochi no Ue ni Ore wa tatte iru;22;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #18122;0
100 man no Inochi no Ue ni Ore wa tatte iru;23;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #18279;0
100 man no Inochi no Ue ni Ore wa tatte iru;24;09-01-2022 14:03:34;/msg CR-HOLLAND|NEW xdcc send #18423;0
Mairimashita Iruma kun;1;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #14906;0
Mairimashita Iruma kun;2;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15069;0
Mairimashita Iruma kun;3;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15255;0
Mairimashita Iruma kun;4;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15428;0
Mairimashita Iruma kun;5;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15596;0
Mairimashita Iruma kun;6;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15767;0
Mairimashita Iruma kun;7;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15999;0
Mairimashita Iruma kun;8;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16106;0
Mairimashita Iruma kun;9;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16278;0
Mairimashita Iruma kun;10;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16449;0
Mairimashita Iruma kun;11;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16598;0
Mairimashita Iruma kun;12;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16720;0
Mairimashita Iruma kun;13;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16844;0
Mairimashita Iruma kun;14;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16982;0
Mairimashita Iruma kun;15;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17123;0
Mairimashita Iruma kun;16;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17254;0
Mairimashita Iruma kun;17;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17408;0
Mairimashita Iruma kun;18;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17549;0
Mairimashita Iruma kun;19;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17712;0
Mairimashita Iruma kun;20;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17999;0
Mairimashita Iruma kun;21;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #18150;0
Mairimashita Iruma kun S2;1;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #14906;0
Mairimashita Iruma kun S2;2;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15069;0
Mairimashita Iruma kun S2;3;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15255;0
Mairimashita Iruma kun S2;4;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15428;0
Mairimashita Iruma kun S2;5;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15596;0
Mairimashita Iruma kun S2;6;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15767;0
Mairimashita Iruma kun S2;7;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #15999;0
Mairimashita Iruma kun S2;8;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16106;0
Mairimashita Iruma kun S2;9;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16278;0
Mairimashita Iruma kun S2;10;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16449;0
Mairimashita Iruma kun S2;11;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16598;0
Mairimashita Iruma kun S2;12;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16720;0
Mairimashita Iruma kun S2;13;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16844;0
Mairimashita Iruma kun S2;14;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #16982;0
Mairimashita Iruma kun S2;15;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17123;0
Mairimashita Iruma kun S2;16;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17254;0
Mairimashita Iruma kun S2;17;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17408;0
Mairimashita Iruma kun S2;18;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17549;0
Mairimashita Iruma kun S2;19;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17712;0
Mairimashita Iruma kun S2;20;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #17999;0
Mairimashita Iruma kun S2;21;09-01-2022 18:25:39;/msg CR-HOLLAND|NEW xdcc send #18150;0
Mairimashita Iruma kun;22;09-01-2022 18:29:31;/msg CR-HOLLAND|NEW xdcc send #8548;0
Mairimashita Iruma kun;23;09-01-2022 18:29:31;/msg CR-HOLLAND|NEW xdcc send #8686;0
Mairimashita Iruma kun;1;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #5394;0
Mairimashita Iruma kun;2;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #5581;0
Mairimashita Iruma kun;3;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #5736;0
Mairimashita Iruma kun;4;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #5894;0
Mairimashita Iruma kun;5;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #6051;0
Mairimashita Iruma kun;6;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #6211;0
Mairimashita Iruma kun;7;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #6370;0
Mairimashita Iruma kun;8;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #6532;0
Mairimashita Iruma kun;9;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #6688;0
Mairimashita Iruma kun;10;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #6847;0
Mairimashita Iruma kun;11;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #7006;0
Mairimashita Iruma kun;12;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #7158;0
Mairimashita Iruma kun;13;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #7299;0
Mairimashita Iruma kun;14;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #7344;0
Mairimashita Iruma kun;15;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #7494;0
Mairimashita Iruma kun;16;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #7656;0
Mairimashita Iruma kun;17;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #7820;0
Mairimashita Iruma kun;18;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #7974;0
Mairimashita Iruma kun;19;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #8112;0
Mairimashita Iruma kun;20;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #8252;0
Mairimashita Iruma kun;21;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #8396;0
Mairimashita Iruma kun;22;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #8548;0
Mairimashita Iruma kun;23;09-01-2022 18:38:27;/msg CR-HOLLAND|NEW xdcc send #8686;0
Princess Connect Re Dive;1;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #9282;0
Princess Connect Re Dive;2;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #9437;0
Princess Connect Re Dive;3;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #9555;0
Princess Connect Re Dive;4;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #9648;0
Princess Connect Re Dive;5;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #9732;0
Princess Connect Re Dive;6;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #9816;0
Princess Connect Re Dive;7;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #9897;0
Princess Connect Re Dive;8;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #9975;0
Princess Connect Re Dive;9;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #10049;0
Princess Connect Re Dive;10;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #10131;0
Princess Connect Re Dive;11;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #10203;0
Princess Connect Re Dive;12;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #10275;0
Princess Connect Re Dive;13;10-01-2022 19:25:49;/msg CR-HOLLAND|NEW xdcc send #10314;0
Boku no Hero Academia;1;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9441;0
Boku no Hero Academia;2;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9442;0
Boku no Hero Academia;3;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9443;0
Boku no Hero Academia;4;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9444;0
Boku no Hero Academia;5;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9445;0
Boku no Hero Academia;6;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9446;0
Boku no Hero Academia;7;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9447;0
Boku no Hero Academia;8;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9448;0
Boku no Hero Academia;9;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9449;0
Boku no Hero Academia;10;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9450;0
Boku no Hero Academia;11;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9451;0
Boku no Hero Academia;12;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9452;0
Boku no Hero Academia;13;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9453;0
Boku no Hero Academia;14;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9454;0
Boku no Hero Academia;15;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9455;0
Boku no Hero Academia;16;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9456;0
Boku no Hero Academia;17;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9457;0
Boku no Hero Academia;18;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9458;0
Boku no Hero Academia;19;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9459;0
Boku no Hero Academia;20;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9460;0
Boku no Hero Academia;21;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9461;0
Boku no Hero Academia;22;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9462;0
Boku no Hero Academia;23;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9463;0
Boku no Hero Academia;24;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9464;0
Boku no Hero Academia;25;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9465;0
Boku no Hero Academia;26;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9466;0
Boku no Hero Academia;27;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9467;0
Boku no Hero Academia;28;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9468;0
Boku no Hero Academia;29;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9469;0
Boku no Hero Academia;30;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9470;0
Boku no Hero Academia;31;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9471;0
Boku no Hero Academia;32;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9472;0
Boku no Hero Academia;33;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9473;0
Boku no Hero Academia;34;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9474;0
Boku no Hero Academia;35;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9475;0
Boku no Hero Academia;36;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9476;0
Boku no Hero Academia;37;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9477;0
Boku no Hero Academia;38;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9478;0
Boku no Hero Academia;39;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9479;0
Boku no Hero Academia;40;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9480;0
Boku no Hero Academia;41;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9481;0
Boku no Hero Academia;42;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9482;0
Boku no Hero Academia;43;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9483;0
Boku no Hero Academia;44;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9484;0
Boku no Hero Academia;45;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9485;0
Boku no Hero Academia;46;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9486;0
Boku no Hero Academia;47;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9487;0
Boku no Hero Academia;48;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9488;0
Boku no Hero Academia;49;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9489;0
Boku no Hero Academia;50;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9490;0
Boku no Hero Academia;51;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9491;0
Boku no Hero Academia;52;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9492;0
Boku no Hero Academia;53;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9493;0
Boku no Hero Academia;54;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9494;0
Boku no Hero Academia;55;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9495;0
Boku no Hero Academia;56;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9496;0
Boku no Hero Academia;57;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9497;0
Boku no Hero Academia;58;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9498;0
Boku no Hero Academia;59;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9499;0
Boku no Hero Academia;60;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9500;0
Boku no Hero Academia;61;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9501;0
Boku no Hero Academia;62;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9502;0
Boku no Hero Academia;63;10-01-2022 19:53:17;/msg ARUTHA-BATCH|1080p xdcc send #9503;0
Boku no Hero Academia;64;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #5580;0
Boku no Hero Academia;65;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #5733;0
Boku no Hero Academia;66;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #5891;0
Boku no Hero Academia;67;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #6208;0
Boku no Hero Academia;68;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #6367;0
Boku no Hero Academia;69;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #6529;0
Boku no Hero Academia;70;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #6686;0
Boku no Hero Academia;71;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #6844;0
Boku no Hero Academia;72;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #7003;0
Boku no Hero Academia;73;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #7155;0
Boku no Hero Academia;74;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #7296;0
Boku no Hero Academia;75;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #7341;0
Boku no Hero Academia;76;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #7491;0
Boku no Hero Academia;77;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #7653;0
Boku no Hero Academia;78;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #7818;0
Boku no Hero Academia;79;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #7971;0
Boku no Hero Academia;80;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #8108;0
Boku no Hero Academia;81;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #8249;0
Boku no Hero Academia;82;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #8393;0
Boku no Hero Academia;83;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #8545;0
Boku no Hero Academia;84;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #8683;0
Boku no Hero Academia;85;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #8830;0
Boku no Hero Academia;86;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #8994;0
Boku no Hero Academia;87;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #9123;0
Boku no Hero Academia;88;10-01-2022 19:53:17;/msg CR-HOLLAND|NEW xdcc send #9231;0
Boku no Hero Academia;89;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #14469;0
Boku no Hero Academia;90;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #14607;0
Boku no Hero Academia;91;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #14745;0
Boku no Hero Academia;92;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #14904;0
Boku no Hero Academia;93;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #15066;0
Boku no Hero Academia;94;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #15252;0
Boku no Hero Academia;95;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #15425;0
Boku no Hero Academia;96;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #15594;0
Boku no Hero Academia;97;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #15765;0
Boku no Hero Academia;98;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #15937;0
Boku no Hero Academia;99;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #16104;0
Boku no Hero Academia;100;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #16275;0
Boku no Hero Academia;101;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #16446;0
Boku no Hero Academia;102;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #16596;0
Boku no Hero Academia;103;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #16842;0
Boku no Hero Academia;104;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #16980;0
Boku no Hero Academia;105;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #17121;0
Boku no Hero Academia;106;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #17253;0
Boku no Hero Academia;107;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #17547;0
Boku no Hero Academia;108;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #17709;0
Boku no Hero Academia;109;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #17853;0
Boku no Hero Academia;110;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #17994;0
Boku no Hero Academia;111;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #18146;0
Boku no Hero Academia;112;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #18297;0
Boku no Hero Academia;113;10-01-2022 19:55:13;/msg CR-HOLLAND|NEW xdcc send #18432;0
Gensou Sangokushi Tengen Reishinki;1;11-01-2022 16:38:28;/msg Ginpachi-Sensei xdcc send #2512;0
Kimetsu no Yaiba Yuukaku hen;6;11-01-2022 16:38:28;/msg Ginpachi-Sensei xdcc send #2490;0
SABIKUI BISCO;1;11-01-2022 16:38:28;/msg Ginpachi-Sensei xdcc send #2506;0
Tensai Ouji no Akaji Kokka Saisei Jutsu;1;11-01-2022 16:38:28;/msg Ginpachi-Sensei xdcc send #2515;0
Isekai Shokudou 2;11;11-01-2022 20:42:38;/msg Ginpachi-Sensei xdcc send #1712;0
Isekai Shokudou 2;12;11-01-2022 20:42:38;/msg Ginpachi-Sensei xdcc send #1873;0
Isekai Shokudou 2;12;11-01-2022 20:43:29;/msg Ginpachi-Sensei xdcc send #1873;0
Kenja no Deshi wo Nanoru Kenja;1;12-01-2022 18:29:50;/msg Ginpachi-Sensei xdcc send #2518;0
Leadale no Daichi nite;2;12-01-2022 18:29:50;/msg Ginpachi-Sensei xdcc send #2527;0
Orient;2;12-01-2022 18:29:50;/msg Ginpachi-Sensei xdcc send #2524;0
Tokyo 24 ku;2;12-01-2022 18:29:50;/msg Ginpachi-Sensei xdcc send #2534;0
Isekai Shokudou 2;12;12-01-2022 18:34:39;/msg Ginpachi-Sensei xdcc send #1873;0
Isekai Shokudou 2;12;12-01-2022 18:36:01;/msg Ginpachi-Sensei xdcc send #1873;0
Isekai Shokudou 2;11;12-01-2022 18:36:35;/msg Ginpachi-Sensei xdcc send #1712;0
Isekai Shokudou 2;12;12-01-2022 18:36:35;/msg Ginpachi-Sensei xdcc send #1873;0
